row_id,Library ID,Platform,Brand,CountryID,Status,Date Range,Caption,CTA Caption,CTA Button,Platforms,Ad Link,Overall Reach,Gender,Age Range,Segments,Ad Type,image_names,video_names
1641617539889296_6,1.64162E+15,Meta,BMWMotorrad,DE,Inactive,5 Jun 2025 - 26 Jun 2025,Die BMW R 1300 GS – Jetzt entdecken!#MakeLifeARide #R1300GS #SpiritOfGS#BMWMotorrad,"Die BMW R 1300 GS, Make Life a Ride",Watch More,"['Facebook', 'Messenger','Instagram']",https://www.facebook.com/ads/library/?id=1641617539889296,25709,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""23""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""2794""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""307""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""41""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""4215""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""537""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""86""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""7504""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""665""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""34""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""2507""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""315""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""66""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""5235""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""671""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Unknown"", ""reach"": ""12""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""281""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""66""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1641617539889296_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1641617539889296_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1641617539889296_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1641617539889296_3.jpg"", ""250725_BMWMOTORRAD_DE_META_1641617539889296_4.jpg""]","[""no_videos_found""]"
1251067063305423_7,1.25107E+15,Meta,BMWMotorrad,DE,Inactive,5 Jun 2025 - 26 Jun 2025,Die BMW R 1300 GS – Jetzt entdecken!#MakeLifeARide #R1300GS #SpiritOfGS#BMWMotorrad,"Die BMW R 1300 GS, Make Life a Ride",Watch More,"['Facebook', 'Messenger','Instagram']",https://www.facebook.com/ads/library/?id=1251067063305423,66407,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""55""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""9457""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""605""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""102""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""10295""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""759""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""210""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""18853""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""1205""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""78""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""6182""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""350""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""174""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""13365""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""1143""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Unknown"", ""reach"": ""30""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""2933""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""252""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1251067063305423_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1251067063305423_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1251067063305423_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1251067063305423_3.jpg"", ""250725_BMWMOTORRAD_DE_META_1251067063305423_4.jpg""]","[""no_videos_found""]"
743472695340169_1,7.43473E+14,Meta,BMWMotorrad,DE,Inactive,1 Jul 2025 - 23 Jul 2025,Die neue BMW R 12 S - Hommage an eine Legende. Jetzt entdecken! 🤘#MakeLifeARide #R12S #SoulFuel #BMWMotorrad,"HOMMAGE AN EINE LEGENDE, Jetzt Highlights entdecken",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=743472695340169,38518,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""32""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""3474""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""79""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""56""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""6231""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""200""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""129""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""13618""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""411""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""43""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""5667""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""203""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""76""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""7865""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""342""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Unknown"", ""reach"": ""4""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""287""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""14""}]",summary,"[""250725_BMWMOTORRAD_DE_META_743472695340169_0.jpg"", ""250725_BMWMOTORRAD_DE_META_743472695340169_1.jpg"", ""250725_BMWMOTORRAD_DE_META_743472695340169_2.jpg"", ""250725_BMWMOTORRAD_DE_META_743472695340169_3.jpg""]","[""no_videos_found""]"
1897939334388984_2,1.89794E+15,Meta,BMWMotorrad,DE,Inactive,1 Jul 2025 - 1 Jul 2025,Die neue BMW R 12 S - Hommage an eine Legende. Jetzt entdecken! 🤘#MakeLifeARide #R12S #SoulFuel #BMWMotorrad,"HOMMAGE AN EINE LEGENDE, Jetzt Highlights entdecken",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1897939334388984,25965,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""11""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""1782""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""136""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""33""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""3839""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""371""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""78""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""9317""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""455""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""32""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""3223""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""180""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""61""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""5859""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""444""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""163""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""11""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1897939334388984_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1897939334388984_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1897939334388984_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1897939334388984_3.jpg""]","[""no_videos_found""]"
657059314001387_1,6.57059E+14,Meta,BMWMotorrad,DE,Active,Started running on 3 Jun 2025,Folge Deinem Instinkt mit der neuen BMW R 1300 GS Adventure und erlebe jetzt grenzenlose Freiheit bei Deiner Probefahrt! 🌎#MakeLifeARide #R1300GSAdventure #SpiritOfGS #BMWMotorrad,"FOLGE DEINEM INSTINKT, Mach jetzt eine Probefahrt",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=657059314001387,18,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""5""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""2""}]",summary,"[""250725_BMWMOTORRAD_DE_META_657059314001387_0.jpg"", ""250725_BMWMOTORRAD_DE_META_657059314001387_1.jpg"", ""250725_BMWMOTORRAD_DE_META_657059314001387_2.jpg"", ""250725_BMWMOTORRAD_DE_META_657059314001387_3.jpg"", ""250725_BMWMOTORRAD_DE_META_657059314001387_4.jpg""]","[""no_videos_found""]"
726818426480378_2,7.26818E+14,Meta,BMWMotorrad,DE,Inactive,2 Jun 2025 - 16 Jun 2025,Folge Deinem Instinkt mit der neuen BMW R 1300 GS Adventure und erlebe jetzt grenzenlose Freiheit bei Deiner Probefahrt! 🌎#MakeLifeARide #R1300GSAdventure #SpiritOfGS #BMWMotorrad,"FOLGE DEINEM INSTINKT, Mach jetzt eine Probefahrt",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=726818426480378,66,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""5""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""20""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""14""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""9""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""10""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""3""}]",summary,"[""250725_BMWMOTORRAD_DE_META_726818426480378_0.jpg"", ""250725_BMWMOTORRAD_DE_META_726818426480378_1.jpg"", ""250725_BMWMOTORRAD_DE_META_726818426480378_2.jpg"", ""250725_BMWMOTORRAD_DE_META_726818426480378_3.jpg"", ""250725_BMWMOTORRAD_DE_META_726818426480378_4.jpg""]","[""no_videos_found""]"
1587648285132512_3,1.58765E+15,Meta,BMWMotorrad,DE,Inactive,23 Apr 2025 - 23 Apr 2025,Folge Deinem Instinkt mit der neuen BMW R 1300 GS Adventure und erlebe jetzt grenzenlose Freiheit bei Deiner Probefahrt! 🌎#MakeLifeARide #R1300GSAdventure #SpiritOfGS #BMWMotorrad,"FOLGE DEINEM INSTINKT, Mach jetzt eine Probefahrt",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1587648285132512,1,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""1""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1587648285132512_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1587648285132512_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1587648285132512_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1587648285132512_3.jpg"", ""250725_BMWMOTORRAD_DE_META_1587648285132512_4.jpg""]","[""no_videos_found""]"
9868523606499776_4,9.86852E+15,Meta,BMWMotorrad,DE,Inactive,21 Apr 2025 - 15 May 2025,Folge Deinem Instinkt mit der neuen BMW R 1300 GS Adventure und erlebe jetzt grenzenlose Freiheit bei Deiner Probefahrt! 🌎#MakeLifeARide #R1300GSAdventure #SpiritOfGS #BMWMotorrad,"FOLGE DEINEM INSTINKT, Mach jetzt eine Probefahrt",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=9868523606499776,38,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""15""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""4""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""10""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""4""}]",summary,"[""250725_BMWMOTORRAD_DE_META_9868523606499776_0.jpg"", ""250725_BMWMOTORRAD_DE_META_9868523606499776_1.jpg"", ""250725_BMWMOTORRAD_DE_META_9868523606499776_2.jpg"", ""250725_BMWMOTORRAD_DE_META_9868523606499776_3.jpg"", ""250725_BMWMOTORRAD_DE_META_9868523606499776_4.jpg""]","[""no_videos_found""]"
1039626921482416_1,1.03963E+15,Meta,BMWMotorrad,DE,Inactive,2 Jun 2025 - 23 Jul 2025,Folge Deinem Instinkt mit der neuen BMW R 1300 GS Adventure und entdecke jetzt die grenzenlose Freiheit auf zwei Rädern! 🌎#MakeLifeARide #R1300GSAdventure #SpiritOfGS #BMWMotorrad,"FOLGE DEINEM INSTINKT, Jetzt Highlights entdecken",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1039626921482416,132,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""19""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""54""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""28""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""15""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""6""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1039626921482416_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1039626921482416_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1039626921482416_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1039626921482416_3.jpg""]","[""no_videos_found""]"
4097348630508574_2,4.09735E+15,Meta,BMWMotorrad,DE,Inactive,2 Jun 2025 - 22 Jun 2025,Folge Deinem Instinkt mit der neuen BMW R 1300 GS Adventure und entdecke jetzt die grenzenlose Freiheit auf zwei Rädern! 🌎#MakeLifeARide #R1300GSAdventure #SpiritOfGS #BMWMotorrad,"FOLGE DEINEM INSTINKT, Jetzt Highlights entdecken",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=4097348630508574,57,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""13""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""17""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""11""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""8""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""1""}]",summary,"[""250725_BMWMOTORRAD_DE_META_4097348630508574_0.jpg"", ""250725_BMWMOTORRAD_DE_META_4097348630508574_1.jpg"", ""250725_BMWMOTORRAD_DE_META_4097348630508574_2.jpg"", ""250725_BMWMOTORRAD_DE_META_4097348630508574_3.jpg""]","[""no_videos_found""]"
946443454264065_3,9.46443E+14,Meta,BMWMotorrad,DE,Inactive,14 Mar 2025 - 2 Jun 2025,Folge Deinem Instinkt mit der neuen BMW R 1300 GS Adventure und entdecke jetzt die grenzenlose Freiheit auf zwei Rädern! 🌎#MakeLifeARide #R1300GSAdventure #SpiritOfGS #BMWMotorrad,"FOLGE DEINEM INSTINKT, Jetzt Highlights entdecken",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=946443454264065,772,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""106""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""300""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""14""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""181""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""5""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""67""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""4""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""68""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""11""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""3""}]",summary,"[""250725_BMWMOTORRAD_DE_META_946443454264065_0.jpg"", ""250725_BMWMOTORRAD_DE_META_946443454264065_1.jpg"", ""250725_BMWMOTORRAD_DE_META_946443454264065_2.jpg"", ""250725_BMWMOTORRAD_DE_META_946443454264065_3.jpg""]","[""no_videos_found""]"
1145559006667164_4,1.14556E+15,Meta,BMWMotorrad,DE,Inactive,18 Mar 2025 - 2 Jun 2025,Folge Deinem Instinkt mit der neuen BMW R 1300 GS Adventure und entdecke jetzt die grenzenlose Freiheit auf zwei Rädern! 🌎#MakeLifeARide #R1300GSAdventure #SpiritOfGS #BMWMotorrad,"FOLGE DEINEM INSTINKT, Jetzt Highlights entdecken",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1145559006667164,228,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""39""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""99""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""47""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""4""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""22""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""7""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""1""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1145559006667164_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1145559006667164_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1145559006667164_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1145559006667164_3.jpg""]","[""no_videos_found""]"
1484432555885132_1,1.48443E+15,Meta,BMWMotorrad,DE,Inactive,1 Jul 2025 - 1 Jul 2025,Die neue BMW R 12 S - Hommage an eine Legende. Erlebe sie jetzt! 🤘#MakeLifeARide #R12S #SoulFuel #BMWMotorrad,"HOMMAGE AN EINE LEGENDE, Mach jetzt eine Probefahrt",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1484432555885132,12,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""6""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""1""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1484432555885132_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1484432555885132_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1484432555885132_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1484432555885132_3.jpg"", ""250725_BMWMOTORRAD_DE_META_1484432555885132_4.jpg""]","[""no_videos_found""]"
719757664029622_2,7.19758E+14,Meta,BMWMotorrad,DE,Active,Started running on 1 Jul 2025,Die neue BMW R 12 S - Hommage an eine Legende. Erlebe sie jetzt! 🤘#MakeLifeARide #R12S #SoulFuel #BMWMotorrad,"HOMMAGE AN EINE LEGENDE, Mach jetzt eine Probefahrt",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=719757664029622,594,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""66""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""212""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""9""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""130""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""108""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""69""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""5""}]",summary,"[""250725_BMWMOTORRAD_DE_META_719757664029622_0.jpg"", ""250725_BMWMOTORRAD_DE_META_719757664029622_1.jpg"", ""250725_BMWMOTORRAD_DE_META_719757664029622_2.jpg"", ""250725_BMWMOTORRAD_DE_META_719757664029622_3.jpg"", ""250725_BMWMOTORRAD_DE_META_719757664029622_4.jpg""]","[""no_videos_found""]"
