row_id,library_id,platform,brand,countryid,status,date_range,caption,cta_caption,cta_button,platforms,ad_link,overall_reach,gender,age_range,segments,ad_type,image_names,video_names,model_label
3593011337497340_0,3593010000000000.0,Meta,BMWMotorrad,DE,Inactive,1 Jul 2025 - 1 Jul 2025 · Total active time 6 hrs,Erlebe mit der neuen BMW Motorrad R 1300 RT eine neue Dimension desTourenfahrens. Vereinbare jetzt Deine Probefahrt! 💪🏼#MakeLifeARide #R1300RT #RideAndShare #BMWMotorrad,"NEUE DIMENSION DES TOURENFAHRENS, Mach jetzt eine Probefahrt",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=3593011337497340,,,,,single,"[""250725_BMWMOTORRAD_DE_META_3593011337497340_0.jpg"", ""250725_BMWMOTORRAD_DE_META_3593011337497340_1.jpg"", ""250725_BMWMOTORRAD_DE_META_3593011337497340_2.jpg"", ""250725_BMWMOTORRAD_DE_META_3593011337497340_3.jpg""]","[""no_videos_found""]",R 1300 RT
675465051656661_0,675465000000000.0,Meta,BMWMotorrad,DE,Inactive,2 Jun 2025 - 3 Jun 2025 · Total active time 17 hrs,"Die neue BMW R 12 G/S ist und bleibt eine Legende – egal, auf welchem Gelände. Erlebe sie jetzt bei Deiner Probefahrt! 🤘#MakeLifeARide #R12GS #SoulFuel #BMWMotorrad","AUF JEDEM GELÄNDE EINE LEGENDE, Mach jetzt eine Probefahrt",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=675465051656661,459.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""34""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""177""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""4""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""109""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""52""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""64""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""9""}]",single,"[""250725_BMWMOTORRAD_DE_META_675465051656661_0.jpg"", ""250725_BMWMOTORRAD_DE_META_675465051656661_1.jpg"", ""250725_BMWMOTORRAD_DE_META_675465051656661_2.jpg"", ""250725_BMWMOTORRAD_DE_META_675465051656661_3.jpg""]","[""no_videos_found""]",R 12 G/S
1217380616658644_0,1217380000000000.0,Meta,BMWMotorrad,DE,Inactive,1 Apr 2025 - 3 Jun 2025,"Die neue BMW R 12 G/S ist und bleibt eine Legende – egal, auf welchem Gelände. Entdecke sie jetzt! 🤘#MakeLifeARide #R12GS #SoulFuel #BMWMotorrad","AUF JEDEM GELÄNDE EINE LEGENDE, Jetzt Highlights entdecken",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1217380616658644,86256.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""85""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""17338""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""320""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""118""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""14431""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""392""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""188""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""24412""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""814""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""55""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""5923""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""218""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""170""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""17849""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""697""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Unknown"", ""reach"": ""43""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""5124""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""77""}]",single,"[""250725_BMWMOTORRAD_DE_META_1217380616658644_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1217380616658644_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1217380616658644_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1217380616658644_3.jpg""]","[""no_videos_found""]",R 12 G/S
982464037310789_0,982464000000000.0,Meta,BMWMotorrad,DE,Inactive,1 Apr 2025 - 2 Jun 2025,"Die neue BMW R 12 G/S ist und bleibt eine Legende – egal, auf welchem Gelände. Sichere sie Dir jetzt! 🤘#MakeLifeARide #R12GS #SoulFuel #BMWMotorrad","AUF JEDEM GELÄNDE EINE LEGENDE, Die neue BMW R 12 G/S",Get Quote,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=982464037310789,518.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""38""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""189""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""10""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""114""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""58""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""63""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""35""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""2""}]",single,"[""250725_BMWMOTORRAD_DE_META_982464037310789_0.jpg"", ""250725_BMWMOTORRAD_DE_META_982464037310789_1.jpg"", ""250725_BMWMOTORRAD_DE_META_982464037310789_2.jpg"", ""250725_BMWMOTORRAD_DE_META_982464037310789_3.jpg""]","[""no_videos_found""]",R 12 G/S
24233415252956587_1,2.42334e+16,Meta,BMWMotorrad,DE,Active,Started running on 21 Jul 2025,"Die neue BMW R 1300 R: Das Motorrad, das pure Emotionen weckt 🏍️✔️ Kraftvoller Boxerpunch für dynamische Fahrten✔️ Modernste Technik für höchste Präzision✔️ Roadster-Design, das Blicke auf sich zieht#MakeLifeARide #R1300R #NeverStopChallenging #BMWMotorrad","Pure Fahrfreude. Pure Power, Make Life a Ride",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=24233415252956587,,,,,summary,[],"[""no_videos_found""]",R 1300 R
983007887178945_1,983008000000000.0,Meta,BMWMotorrad,DE,Active,Started running on 21 Jul 2025,"Die neue BMW R 1300 R: Das Motorrad, das pure Emotionen weckt 🏍️✔️ Kraftvoller Boxerpunch für dynamische Fahrten✔️ Modernste Technik für höchste Präzision✔️ Roadster-Design, das Blicke auf sich zieht#MakeLifeARide #R1300R #NeverStopChallenging #BMWMotorrad","Pure Fahrfreude. Pure Power, Make Life a Ride",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=983007887178945,50110.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""449""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""6703""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""704""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""375""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""9949""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""669""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""354""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""12773""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""658""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""120""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""4097""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""283""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""389""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""10956""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""734""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Unknown"", ""reach"": ""258""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""1319""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""245""}]",summary,"[""250725_BMWMOTORRAD_DE_META_983007887178945_0.jpg"", ""250725_BMWMOTORRAD_DE_META_983007887178945_1.jpg"", ""250725_BMWMOTORRAD_DE_META_983007887178945_2.jpg"", ""250725_BMWMOTORRAD_DE_META_983007887178945_3.jpg""]","[""no_videos_found""]",R 1300 R
1278087037135769_1,1278090000000000.0,Meta,BMWMotorrad,DE,Active,Started running on 21 Jul 2025,"Die neue BMW R 1300 RS – gemacht für Fahrer, die keine Kompromisse eingehen 🏍️✔️ Langstreckenperformer für adrenalingeladene Sprints zwischendurch✔️ Leichtbau für maximale Agilität✔️ Komfort für lange Touren#MakeLifeARide #R1300RS #NeverStopChallenging #BMWMotorrad","Dein nächstes Abenteuer wartet, Make Life a Ride",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1278087037135769,10759.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""717""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""24""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""1160""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""58""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""18""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""4394""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""143""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""7""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""1272""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""32""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""16""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""2340""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""127""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""123""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""5""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1278087037135769_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1278087037135769_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1278087037135769_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1278087037135769_3.jpg""]","[""no_videos_found""]",R 1300 RS
1397543291360629_1,1397540000000000.0,Meta,BMWMotorrad,DE,Active,Started running on 21 Jul 2025,"Die neue BMW R 1300 RS – gemacht für Fahrer, die keine Kompromisse eingehen 🏍️✔️ Langstreckenperformer für adrenalingeladene Sprints zwischendurch✔️ Leichtbau für maximale Agilität✔️ Komfort für lange Touren#MakeLifeARide #R1300RS #NeverStopChallenging #BMWMotorrad","Dein nächstes Abenteuer wartet, Make Life a Ride",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1397543291360629,9334.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""641""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""24""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""1042""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""57""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""18""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""3999""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""127""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""5""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""1377""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""36""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""10""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""1996""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""111""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""123""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""5""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1397543291360629_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1397543291360629_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1397543291360629_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1397543291360629_3.jpg""]","[""no_videos_found""]",R 1300 RS
1120407109913279_1,1120410000000000.0,Meta,BMWMotorrad,DE,Active,Started running on 16 Jul 2025,Erlebe mit der neuen BMW R 1300 RT eine neue Dimension desTourenfahrens. Sichere sie Dir jetzt! 💪🏼#MakeLifeARide #R1300RT #RideAndShare #BMWMotorrad,"Die neue BMW R 1300 RT., Angebot sichern.",Contact Us,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=1120407109913279,819.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""81""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""6""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""3""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""335""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""15""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""192""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""22""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""99""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""9""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""45""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""11""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""1""}]",summary,"[""250725_BMWMOTORRAD_DE_META_1120407109913279_0.jpg"", ""250725_BMWMOTORRAD_DE_META_1120407109913279_1.jpg"", ""250725_BMWMOTORRAD_DE_META_1120407109913279_2.jpg"", ""250725_BMWMOTORRAD_DE_META_1120407109913279_3.jpg""]","[""no_videos_found""]",R 1300 RT
743834584759724_1,743835000000000.0,Meta,BMWMotorrad,DE,Active,Started running on 16 Jul 2025,Erlebe mit der neuen BMW R 1300 RT eine neue Dimension desTourenfahrens. Vereinbare jetzt Deine Probefahrt! 💪🏼#MakeLifeARide #R1300RT #RideAndShare #BMWMotorrad,"Mach jetzt eine Probefahrt, Jetzt Probe fahren",Book Now,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=743834584759724,64.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""10""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""25""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""14""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""8""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""3""}]",summary,"[""250725_BMWMOTORRAD_DE_META_743834584759724_0.jpg"", ""250725_BMWMOTORRAD_DE_META_743834584759724_1.jpg"", ""250725_BMWMOTORRAD_DE_META_743834584759724_2.jpg"", ""250725_BMWMOTORRAD_DE_META_743834584759724_3.jpg""]","[""no_videos_found""]",R 1300 RT
24437767345815200_1,2.44378e+16,Meta,BMWMotorrad,DE,Inactive,16 Jul 2025 - 23 Jul 2025,Erlebe mit der neuen BMW R 1300 RT eine neue Dimension desTourenfahrens. Entdecke sie jetzt! 💪🏼#MakeLifeARide #R1300RT #RideAndShare #BMWMotorrad,"Jetzt Highlights entdecken, Die neue BMW R 1300 RT.",Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=24437767345815200,7941.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""5""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""446""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""21""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""543""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""45""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""19""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""3534""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""152""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""10""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""1556""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""39""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""12""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""1378""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""89""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Unknown"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""49""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""2""}]",summary,"[""250725_BMWMOTORRAD_DE_META_24437767345815200_0.jpg"", ""250725_BMWMOTORRAD_DE_META_24437767345815200_1.jpg"", ""250725_BMWMOTORRAD_DE_META_24437767345815200_2.jpg"", ""250725_BMWMOTORRAD_DE_META_24437767345815200_3.jpg""]","[""no_videos_found""]",R 1300 RT
757115723690088_1,757116000000000.0,Meta,BMWMotorrad,DE,Active,Started running on 1 Jul 2025,Die neue BMW Motorrad R 1300 R: Entfessele die Boxer-Power und versetze Dich in den Kurvenrausch. Jetzt sichern! 💪#MakeLifeARide #NeverStopChallenging #R1300R #BMWMotorrad,BOXER-POWER UND KURVENRAUSCH,Get Quote,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=757115723690088,356.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""26""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""1""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""90""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""2""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""70""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""4""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""73""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""4""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""76""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""5""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""12""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""1""}]",summary,"[""250725_BMWMOTORRAD_DE_META_757115723690088_0.jpg"", ""250725_BMWMOTORRAD_DE_META_757115723690088_1.jpg"", ""250725_BMWMOTORRAD_DE_META_757115723690088_2.jpg"", ""250725_BMWMOTORRAD_DE_META_757115723690088_3.jpg"", ""250725_BMWMOTORRAD_DE_META_757115723690088_4.jpg""]","[""no_videos_found""]",R 1300 R
755710756948757_1,755711000000000.0,Meta,BMWMotorrad,DE,Inactive,1 Jul 2025 - 23 Jul 2025,Die neue BMW Motorrad R 1300 R: Entfessele die Boxer-Power und versetze Dich in den Kurvenrausch. Jetzt entdecken! 💪#MakeLifeARide #NeverStopChallenging #R1300R #BMWMotorrad,BOXER-POWER UND KURVENRAUSCH,Learn More,"['Facebook','Instagram']",https://www.facebook.com/ads/library/?id=755710756948757,17572.0,All,18-65+ years old,"[{""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Unknown"", ""reach"": ""10""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Male"", ""reach"": ""3375""}, {""location"": ""Germany"", ""age"": ""25-34"", ""gender"": ""Female"", ""reach"": ""163""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Unknown"", ""reach"": ""13""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Male"", ""reach"": ""3792""}, {""location"": ""Germany"", ""age"": ""35-44"", ""gender"": ""Female"", ""reach"": ""258""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Unknown"", ""reach"": ""24""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Male"", ""reach"": ""4270""}, {""location"": ""Germany"", ""age"": ""55-64"", ""gender"": ""Female"", ""reach"": ""182""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Unknown"", ""reach"": ""7""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Male"", ""reach"": ""1122""}, {""location"": ""Germany"", ""age"": ""65+"", ""gender"": ""Female"", ""reach"": ""43""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Unknown"", ""reach"": ""20""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Male"", ""reach"": ""3642""}, {""location"": ""Germany"", ""age"": ""45-54"", ""gender"": ""Female"", ""reach"": ""264""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Unknown"", ""reach"": ""6""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Male"", ""reach"": ""433""}, {""location"": ""Germany"", ""age"": ""18-24"", ""gender"": ""Female"", ""reach"": ""33""}]",summary,"[""250725_BMWMOTORRAD_DE_META_755710756948757_0.jpg"", ""250725_BMWMOTORRAD_DE_META_755710756948757_1.jpg"", ""250725_BMWMOTORRAD_DE_META_755710756948757_2.jpg"", ""250725_BMWMOTORRAD_DE_META_755710756948757_3.jpg""]","[""no_videos_found""]",R 1300 R
